timestamp,agent.name,rule.description,rule.level,rule.id
"Jun 9, 2025 @ 19:36:28.548","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on \\REGISTRY\\A\\{4fc400b6-a755-4f91-a203-75735e25b097}\\Root\\InventoryApplicationFile\\msedge_proxy.exe|4ee55cb70447a0c6\\BinProductVersion by C:\\Windows\\system32\\CompatTelRunner.exe","5","61615"
"Jun 9, 2025 @ 19:36:28.547","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on \\REGISTRY\\A\\{4fc400b6-a755-4f91-a203-75735e25b097}\\Root\\InventoryApplicationFile\\msedge_proxy.exe|4ee55cb70447a0c6\\LinkDate by C:\\Windows\\system32\\CompatTelRunner.exe","5","61615"
"Jun 9, 2025 @ 19:36:28.516","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on \\REGISTRY\\A\\{4fc400b6-a755-4f91-a203-75735e25b097}\\Root\\InventoryApplicationFile\\msedge_proxy.exe|4ee55cb70447a0c6\\Publisher by C:\\Windows\\system32\\CompatTelRunner.exe","5","61615"
"Jun 9, 2025 @ 19:36:28.516","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on \\REGISTRY\\A\\{4fc400b6-a755-4f91-a203-75735e25b097}\\Root\\InventoryApplicationFile\\msedge_proxy.exe|4ee55cb70447a0c6\\LowerCaseLongPath by C:\\Windows\\system32\\CompatTelRunner.exe","5","61615"
"Jun 9, 2025 @ 19:36:28.486","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on \\REGISTRY\\A\\{4fc400b6-a755-4f91-a203-75735e25b097}\\Root\\InventoryApplicationFile\\msedge.exe|d27b57360cd4a4cf\\BinProductVersion by C:\\Windows\\system32\\CompatTelRunner.exe","5","61615"
"Jun 9, 2025 @ 19:36:28.486","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on \\REGISTRY\\A\\{4fc400b6-a755-4f91-a203-75735e25b097}\\Root\\InventoryApplicationFile\\msedge.exe|d27b57360cd4a4cf\\LinkDate by C:\\Windows\\system32\\CompatTelRunner.exe","5","61615"
"Jun 9, 2025 @ 19:36:28.454","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on \\REGISTRY\\A\\{4fc400b6-a755-4f91-a203-75735e25b097}\\Root\\InventoryApplicationFile\\msedge.exe|d27b57360cd4a4cf\\Publisher by C:\\Windows\\system32\\CompatTelRunner.exe","5","61615"
"Jun 9, 2025 @ 19:36:28.453","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on \\REGISTRY\\A\\{4fc400b6-a755-4f91-a203-75735e25b097}\\Root\\InventoryApplicationFile\\msedge.exe|d27b57360cd4a4cf\\LowerCaseLongPath by C:\\Windows\\system32\\CompatTelRunner.exe","5","61615"
"Jun 9, 2025 @ 19:36:28.422","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on \\REGISTRY\\A\\{4fc400b6-a755-4f91-a203-75735e25b097}\\Root\\InventoryApplicationFile\\mrt.exe|911fb90f04cf69c9\\LinkDate by C:\\Windows\\system32\\CompatTelRunner.exe","5","61615"
"Jun 9, 2025 @ 19:36:28.422","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on \\REGISTRY\\A\\{4fc400b6-a755-4f91-a203-75735e25b097}\\Root\\InventoryApplicationFile\\mrt.exe|911fb90f04cf69c9\\BinProductVersion by C:\\Windows\\system32\\CompatTelRunner.exe","5","61615"
"Jun 9, 2025 @ 19:36:28.392","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on \\REGISTRY\\A\\{4fc400b6-a755-4f91-a203-75735e25b097}\\Root\\InventoryApplicationFile\\mrt.exe|911fb90f04cf69c9\\Publisher by C:\\Windows\\system32\\CompatTelRunner.exe","5","61615"
"Jun 9, 2025 @ 19:36:28.391","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on \\REGISTRY\\A\\{4fc400b6-a755-4f91-a203-75735e25b097}\\Root\\InventoryApplicationFile\\mrt.exe|911fb90f04cf69c9\\LowerCaseLongPath by C:\\Windows\\system32\\CompatTelRunner.exe","5","61615"
"Jun 9, 2025 @ 19:36:28.110","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on \\REGISTRY\\A\\{4fc400b6-a755-4f91-a203-75735e25b097}\\Root\\InventoryApplication\\Publisher by C:\\Windows\\system32\\CompatTelRunner.exe","5","61615"
"Jun 9, 2025 @ 19:36:28.095","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on \\REGISTRY\\A\\{4fc400b6-a755-4f91-a203-75735e25b097}\\Root\\InventoryApplicationFile\\mpsigstub.exe|bd458e9ca46fdf51\\BinProductVersion by C:\\Windows\\system32\\CompatTelRunner.exe","5","61615"
"Jun 9, 2025 @ 19:36:28.079","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on \\REGISTRY\\A\\{4fc400b6-a755-4f91-a203-75735e25b097}\\Root\\InventoryApplicationFile\\mpsigstub.exe|bd458e9ca46fdf51\\LinkDate by C:\\Windows\\system32\\CompatTelRunner.exe","5","61615"
"Jun 9, 2025 @ 19:36:28.063","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on \\REGISTRY\\A\\{4fc400b6-a755-4f91-a203-75735e25b097}\\Root\\InventoryApplicationFile\\mpsigstub.exe|bd458e9ca46fdf51\\Publisher by C:\\Windows\\system32\\CompatTelRunner.exe","5","61615"
"Jun 9, 2025 @ 19:36:28.047","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on \\REGISTRY\\A\\{4fc400b6-a755-4f91-a203-75735e25b097}\\Root\\InventoryApplicationFile\\mpsigstub.exe|bd458e9ca46fdf51\\LowerCaseLongPath by C:\\Windows\\system32\\CompatTelRunner.exe","5","61615"
"Jun 9, 2025 @ 19:36:28.032","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on \\REGISTRY\\A\\{4fc400b6-a755-4f91-a203-75735e25b097}\\Root\\InventoryApplicationFile\\microsoftedge_x6|7bb97ec8f33df159\\BinProductVersion by C:\\Windows\\system32\\CompatTelRunner.exe","5","61615"
"Jun 9, 2025 @ 19:36:28.017","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on \\REGISTRY\\A\\{4fc400b6-a755-4f91-a203-75735e25b097}\\Root\\InventoryApplicationFile\\microsoftedge_x6|7bb97ec8f33df159\\LinkDate by C:\\Windows\\system32\\CompatTelRunner.exe","5","61615"
"Jun 9, 2025 @ 19:36:28.002","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on \\REGISTRY\\A\\{4fc400b6-a755-4f91-a203-75735e25b097}\\Root\\InventoryApplicationFile\\microsoftedge_x6|7bb97ec8f33df159\\Publisher by C:\\Windows\\system32\\CompatTelRunner.exe","5","61615"
"Jun 9, 2025 @ 19:36:28.001","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on \\REGISTRY\\A\\{4fc400b6-a755-4f91-a203-75735e25b097}\\Root\\InventoryApplicationFile\\microsoftedge_x6|7bb97ec8f33df159\\LowerCaseLongPath by C:\\Windows\\system32\\CompatTelRunner.exe","5","61615"
"Jun 9, 2025 @ 19:36:28.000","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on \\REGISTRY\\A\\{4fc400b6-a755-4f91-a203-75735e25b097}\\Root\\InventoryApplicationFile\\microsoftedge_x6|aff153cefbed97d1\\BinProductVersion by C:\\Windows\\system32\\CompatTelRunner.exe","5","61615"
"Jun 9, 2025 @ 19:36:27.968","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on \\REGISTRY\\A\\{4fc400b6-a755-4f91-a203-75735e25b097}\\Root\\InventoryApplicationFile\\microsoftedge_x6|aff153cefbed97d1\\LinkDate by C:\\Windows\\system32\\CompatTelRunner.exe","5","61615"
"Jun 9, 2025 @ 19:36:27.952","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on \\REGISTRY\\A\\{4fc400b6-a755-4f91-a203-75735e25b097}\\Root\\InventoryApplicationFile\\microsoftedge_x6|aff153cefbed97d1\\Publisher by C:\\Windows\\system32\\CompatTelRunner.exe","5","61615"
"Jun 9, 2025 @ 19:36:27.937","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on \\REGISTRY\\A\\{4fc400b6-a755-4f91-a203-75735e25b097}\\Root\\InventoryApplicationFile\\microsoftedge_x6|aff153cefbed97d1\\LowerCaseLongPath by C:\\Windows\\system32\\CompatTelRunner.exe","5","61615"
"Jun 9, 2025 @ 19:36:27.921","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on \\REGISTRY\\A\\{4fc400b6-a755-4f91-a203-75735e25b097}\\Root\\InventoryApplicationFile\\microsoftedge_x6|1a683ebfb620b142\\BinProductVersion by C:\\Windows\\system32\\CompatTelRunner.exe","5","61615"
"Jun 9, 2025 @ 19:36:27.907","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on \\REGISTRY\\A\\{4fc400b6-a755-4f91-a203-75735e25b097}\\Root\\InventoryApplicationFile\\microsoftedge_x6|1a683ebfb620b142\\LinkDate by C:\\Windows\\system32\\CompatTelRunner.exe","5","61615"
"Jun 9, 2025 @ 19:36:27.890","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on \\REGISTRY\\A\\{4fc400b6-a755-4f91-a203-75735e25b097}\\Root\\InventoryApplicationFile\\microsoftedge_x6|1a683ebfb620b142\\Publisher by C:\\Windows\\system32\\CompatTelRunner.exe","5","61615"
"Jun 9, 2025 @ 19:36:27.875","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on \\REGISTRY\\A\\{4fc400b6-a755-4f91-a203-75735e25b097}\\Root\\InventoryApplicationFile\\microsoftedge_x6|1a683ebfb620b142\\LowerCaseLongPath by C:\\Windows\\system32\\CompatTelRunner.exe","5","61615"
"Jun 9, 2025 @ 19:36:27.874","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on \\REGISTRY\\A\\{4fc400b6-a755-4f91-a203-75735e25b097}\\Root\\InventoryApplicationFile\\pwahelper.exe|b434e22d15102acf\\BinProductVersion by C:\\Windows\\system32\\CompatTelRunner.exe","5","61615"
"Jun 9, 2025 @ 19:36:27.845","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on \\REGISTRY\\A\\{4fc400b6-a755-4f91-a203-75735e25b097}\\Root\\InventoryApplicationFile\\pwahelper.exe|b434e22d15102acf\\LinkDate by C:\\Windows\\system32\\CompatTelRunner.exe","5","61615"
"Jun 9, 2025 @ 19:36:27.828","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on \\REGISTRY\\A\\{4fc400b6-a755-4f91-a203-75735e25b097}\\Root\\InventoryApplicationFile\\pwahelper.exe|b434e22d15102acf\\Publisher by C:\\Windows\\system32\\CompatTelRunner.exe","5","61615"
"Jun 9, 2025 @ 19:36:27.813","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on \\REGISTRY\\A\\{4fc400b6-a755-4f91-a203-75735e25b097}\\Root\\InventoryApplicationFile\\pwahelper.exe|b434e22d15102acf\\LowerCaseLongPath by C:\\Windows\\system32\\CompatTelRunner.exe","5","61615"
"Jun 9, 2025 @ 19:36:27.796","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on \\REGISTRY\\A\\{4fc400b6-a755-4f91-a203-75735e25b097}\\Root\\InventoryApplicationFile\\notification_hel|602f60100f279caf\\BinProductVersion by C:\\Windows\\system32\\CompatTelRunner.exe","5","61615"
"Jun 9, 2025 @ 19:36:27.780","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on \\REGISTRY\\A\\{4fc400b6-a755-4f91-a203-75735e25b097}\\Root\\InventoryApplicationFile\\notification_hel|602f60100f279caf\\LinkDate by C:\\Windows\\system32\\CompatTelRunner.exe","5","61615"
"Jun 9, 2025 @ 19:36:27.765","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on \\REGISTRY\\A\\{4fc400b6-a755-4f91-a203-75735e25b097}\\Root\\InventoryApplicationFile\\notification_hel|602f60100f279caf\\Publisher by C:\\Windows\\system32\\CompatTelRunner.exe","5","61615"
"Jun 9, 2025 @ 19:36:27.750","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on \\REGISTRY\\A\\{4fc400b6-a755-4f91-a203-75735e25b097}\\Root\\InventoryApplicationFile\\notification_hel|602f60100f279caf\\LowerCaseLongPath by C:\\Windows\\system32\\CompatTelRunner.exe","5","61615"
"Jun 9, 2025 @ 19:36:27.735","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on \\REGISTRY\\A\\{4fc400b6-a755-4f91-a203-75735e25b097}\\Root\\InventoryApplicationFile\\msedge_pwa_launc|374707ee5df0c136\\BinProductVersion by C:\\Windows\\system32\\CompatTelRunner.exe","5","61615"
"Jun 9, 2025 @ 19:36:27.722","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on \\REGISTRY\\A\\{4fc400b6-a755-4f91-a203-75735e25b097}\\Root\\InventoryApplicationFile\\msedge_pwa_launc|374707ee5df0c136\\LinkDate by C:\\Windows\\system32\\CompatTelRunner.exe","5","61615"
"Jun 9, 2025 @ 19:36:27.703","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on \\REGISTRY\\A\\{4fc400b6-a755-4f91-a203-75735e25b097}\\Root\\InventoryApplicationFile\\msedge_pwa_launc|374707ee5df0c136\\Publisher by C:\\Windows\\system32\\CompatTelRunner.exe","5","61615"
"Jun 9, 2025 @ 19:36:27.687","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on \\REGISTRY\\A\\{4fc400b6-a755-4f91-a203-75735e25b097}\\Root\\InventoryApplicationFile\\msedge_pwa_launc|374707ee5df0c136\\LowerCaseLongPath by C:\\Windows\\system32\\CompatTelRunner.exe","5","61615"
"Jun 9, 2025 @ 19:36:27.673","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on \\REGISTRY\\A\\{4fc400b6-a755-4f91-a203-75735e25b097}\\Root\\InventoryApplicationFile\\msedge_proxy.exe|3e280f07f0af3df4\\BinProductVersion by C:\\Windows\\system32\\CompatTelRunner.exe","5","61615"
"Jun 9, 2025 @ 19:36:27.656","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on \\REGISTRY\\A\\{4fc400b6-a755-4f91-a203-75735e25b097}\\Root\\InventoryApplicationFile\\msedge_proxy.exe|3e280f07f0af3df4\\LinkDate by C:\\Windows\\system32\\CompatTelRunner.exe","5","61615"
"Jun 9, 2025 @ 19:36:27.640","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on \\REGISTRY\\A\\{4fc400b6-a755-4f91-a203-75735e25b097}\\Root\\InventoryApplicationFile\\msedge_proxy.exe|3e280f07f0af3df4\\Publisher by C:\\Windows\\system32\\CompatTelRunner.exe","5","61615"
"Jun 9, 2025 @ 19:36:27.624","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on \\REGISTRY\\A\\{4fc400b6-a755-4f91-a203-75735e25b097}\\Root\\InventoryApplicationFile\\msedge_proxy.exe|3e280f07f0af3df4\\LowerCaseLongPath by C:\\Windows\\system32\\CompatTelRunner.exe","5","61615"
"Jun 9, 2025 @ 19:36:27.609","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on \\REGISTRY\\A\\{4fc400b6-a755-4f91-a203-75735e25b097}\\Root\\InventoryApplicationFile\\msedgewebview2.e|a8e59e5f22642dbd\\BinProductVersion by C:\\Windows\\system32\\CompatTelRunner.exe","5","61615"
"Jun 9, 2025 @ 19:36:27.593","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on \\REGISTRY\\A\\{4fc400b6-a755-4f91-a203-75735e25b097}\\Root\\InventoryApplicationFile\\msedgewebview2.e|a8e59e5f22642dbd\\LinkDate by C:\\Windows\\system32\\CompatTelRunner.exe","5","61615"
"Jun 9, 2025 @ 19:36:27.577","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on \\REGISTRY\\A\\{4fc400b6-a755-4f91-a203-75735e25b097}\\Root\\InventoryApplicationFile\\msedgewebview2.e|a8e59e5f22642dbd\\Publisher by C:\\Windows\\system32\\CompatTelRunner.exe","5","61615"
"Jun 9, 2025 @ 19:36:27.563","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on \\REGISTRY\\A\\{4fc400b6-a755-4f91-a203-75735e25b097}\\Root\\InventoryApplicationFile\\msedgewebview2.e|a8e59e5f22642dbd\\LowerCaseLongPath by C:\\Windows\\system32\\CompatTelRunner.exe","5","61615"
"Jun 9, 2025 @ 19:36:27.546","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on \\REGISTRY\\A\\{4fc400b6-a755-4f91-a203-75735e25b097}\\Root\\InventoryApplicationFile\\msedge.exe|358548e8fa58114d\\BinProductVersion by C:\\Windows\\system32\\CompatTelRunner.exe","5","61615"
"Jun 9, 2025 @ 19:36:27.530","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on \\REGISTRY\\A\\{4fc400b6-a755-4f91-a203-75735e25b097}\\Root\\InventoryApplicationFile\\msedge.exe|358548e8fa58114d\\LinkDate by C:\\Windows\\system32\\CompatTelRunner.exe","5","61615"
"Jun 9, 2025 @ 19:36:27.515","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on \\REGISTRY\\A\\{4fc400b6-a755-4f91-a203-75735e25b097}\\Root\\InventoryApplicationFile\\msedge.exe|358548e8fa58114d\\Publisher by C:\\Windows\\system32\\CompatTelRunner.exe","5","61615"
"Jun 9, 2025 @ 19:36:27.499","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on \\REGISTRY\\A\\{4fc400b6-a755-4f91-a203-75735e25b097}\\Root\\InventoryApplicationFile\\msedge.exe|358548e8fa58114d\\LowerCaseLongPath by C:\\Windows\\system32\\CompatTelRunner.exe","5","61615"
"Jun 9, 2025 @ 19:36:27.483","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on \\REGISTRY\\A\\{4fc400b6-a755-4f91-a203-75735e25b097}\\Root\\InventoryApplicationFile\\setup.exe|868c5db22e41f951\\BinProductVersion by C:\\Windows\\system32\\CompatTelRunner.exe","5","61615"
"Jun 9, 2025 @ 19:36:27.468","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on \\REGISTRY\\A\\{4fc400b6-a755-4f91-a203-75735e25b097}\\Root\\InventoryApplicationFile\\setup.exe|868c5db22e41f951\\LinkDate by C:\\Windows\\system32\\CompatTelRunner.exe","5","61615"
"Jun 9, 2025 @ 19:36:27.452","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on \\REGISTRY\\A\\{4fc400b6-a755-4f91-a203-75735e25b097}\\Root\\InventoryApplicationFile\\setup.exe|868c5db22e41f951\\Publisher by C:\\Windows\\system32\\CompatTelRunner.exe","5","61615"
"Jun 9, 2025 @ 19:36:27.437","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on \\REGISTRY\\A\\{4fc400b6-a755-4f91-a203-75735e25b097}\\Root\\InventoryApplicationFile\\setup.exe|868c5db22e41f951\\LowerCaseLongPath by C:\\Windows\\system32\\CompatTelRunner.exe","5","61615"
"Jun 9, 2025 @ 19:36:27.421","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on \\REGISTRY\\A\\{4fc400b6-a755-4f91-a203-75735e25b097}\\Root\\InventoryApplicationFile\\identity_helper.|dee09afddbd736d7\\BinProductVersion by C:\\Windows\\system32\\CompatTelRunner.exe","5","61615"
"Jun 9, 2025 @ 19:36:27.405","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on \\REGISTRY\\A\\{4fc400b6-a755-4f91-a203-75735e25b097}\\Root\\InventoryApplicationFile\\identity_helper.|dee09afddbd736d7\\LinkDate by C:\\Windows\\system32\\CompatTelRunner.exe","5","61615"
"Jun 9, 2025 @ 19:36:27.391","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on \\REGISTRY\\A\\{4fc400b6-a755-4f91-a203-75735e25b097}\\Root\\InventoryApplicationFile\\identity_helper.|dee09afddbd736d7\\Publisher by C:\\Windows\\system32\\CompatTelRunner.exe","5","61615"
"Jun 9, 2025 @ 19:36:27.374","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on \\REGISTRY\\A\\{4fc400b6-a755-4f91-a203-75735e25b097}\\Root\\InventoryApplicationFile\\identity_helper.|dee09afddbd736d7\\LowerCaseLongPath by C:\\Windows\\system32\\CompatTelRunner.exe","5","61615"
"Jun 9, 2025 @ 19:36:27.360","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on \\REGISTRY\\A\\{4fc400b6-a755-4f91-a203-75735e25b097}\\Root\\InventoryApplicationFile\\elevation_servic|2a62c581a52dc948\\BinProductVersion by C:\\Windows\\system32\\CompatTelRunner.exe","5","61615"
"Jun 9, 2025 @ 19:36:27.343","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on \\REGISTRY\\A\\{4fc400b6-a755-4f91-a203-75735e25b097}\\Root\\InventoryApplicationFile\\elevation_servic|2a62c581a52dc948\\LinkDate by C:\\Windows\\system32\\CompatTelRunner.exe","5","61615"
"Jun 9, 2025 @ 19:36:27.329","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on \\REGISTRY\\A\\{4fc400b6-a755-4f91-a203-75735e25b097}\\Root\\InventoryApplicationFile\\elevation_servic|2a62c581a52dc948\\Publisher by C:\\Windows\\system32\\CompatTelRunner.exe","5","61615"
"Jun 9, 2025 @ 19:36:27.311","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on \\REGISTRY\\A\\{4fc400b6-a755-4f91-a203-75735e25b097}\\Root\\InventoryApplicationFile\\elevation_servic|2a62c581a52dc948\\LowerCaseLongPath by C:\\Windows\\system32\\CompatTelRunner.exe","5","61615"
"Jun 9, 2025 @ 19:36:27.296","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on \\REGISTRY\\A\\{4fc400b6-a755-4f91-a203-75735e25b097}\\Root\\InventoryApplicationFile\\elevated_tracing|306bf09bfd57a77c\\BinProductVersion by C:\\Windows\\system32\\CompatTelRunner.exe","5","61615"
"Jun 9, 2025 @ 19:36:27.281","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on \\REGISTRY\\A\\{4fc400b6-a755-4f91-a203-75735e25b097}\\Root\\InventoryApplicationFile\\elevated_tracing|306bf09bfd57a77c\\LinkDate by C:\\Windows\\system32\\CompatTelRunner.exe","5","61615"
"Jun 9, 2025 @ 19:36:27.268","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on \\REGISTRY\\A\\{4fc400b6-a755-4f91-a203-75735e25b097}\\Root\\InventoryApplicationFile\\elevated_tracing|306bf09bfd57a77c\\Publisher by C:\\Windows\\system32\\CompatTelRunner.exe","5","61615"
"Jun 9, 2025 @ 19:36:27.260","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on \\REGISTRY\\A\\{4fc400b6-a755-4f91-a203-75735e25b097}\\Root\\InventoryApplicationFile\\elevated_tracing|306bf09bfd57a77c\\LowerCaseLongPath by C:\\Windows\\system32\\CompatTelRunner.exe","5","61615"
"Jun 9, 2025 @ 19:36:27.219","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on \\REGISTRY\\A\\{4fc400b6-a755-4f91-a203-75735e25b097}\\Root\\InventoryApplicationFile\\cookie_exporter.|97cf0d07b1af8074\\BinProductVersion by C:\\Windows\\system32\\CompatTelRunner.exe","5","61615"
"Jun 9, 2025 @ 19:36:27.218","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on \\REGISTRY\\A\\{4fc400b6-a755-4f91-a203-75735e25b097}\\Root\\InventoryApplicationFile\\cookie_exporter.|97cf0d07b1af8074\\LinkDate by C:\\Windows\\system32\\CompatTelRunner.exe","5","61615"
"Jun 9, 2025 @ 19:36:27.187","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on \\REGISTRY\\A\\{4fc400b6-a755-4f91-a203-75735e25b097}\\Root\\InventoryApplicationFile\\cookie_exporter.|97cf0d07b1af8074\\Publisher by C:\\Windows\\system32\\CompatTelRunner.exe","5","61615"
"Jun 9, 2025 @ 19:36:27.187","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on \\REGISTRY\\A\\{4fc400b6-a755-4f91-a203-75735e25b097}\\Root\\InventoryApplicationFile\\cookie_exporter.|97cf0d07b1af8074\\LowerCaseLongPath by C:\\Windows\\system32\\CompatTelRunner.exe","5","61615"
"Jun 9, 2025 @ 19:36:27.156","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on \\REGISTRY\\A\\{4fc400b6-a755-4f91-a203-75735e25b097}\\Root\\InventoryApplicationFile\\ie_to_edge_stub.|5bed27631bf92f0a\\BinProductVersion by C:\\Windows\\system32\\CompatTelRunner.exe","5","61615"
"Jun 9, 2025 @ 19:36:27.142","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on \\REGISTRY\\A\\{4fc400b6-a755-4f91-a203-75735e25b097}\\Root\\InventoryApplicationFile\\ie_to_edge_stub.|5bed27631bf92f0a\\LinkDate by C:\\Windows\\system32\\CompatTelRunner.exe","5","61615"
"Jun 9, 2025 @ 19:36:27.130","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on \\REGISTRY\\A\\{4fc400b6-a755-4f91-a203-75735e25b097}\\Root\\InventoryApplicationFile\\ie_to_edge_stub.|5bed27631bf92f0a\\Publisher by C:\\Windows\\system32\\CompatTelRunner.exe","5","61615"
"Jun 9, 2025 @ 19:36:27.086","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on \\REGISTRY\\A\\{4fc400b6-a755-4f91-a203-75735e25b097}\\Root\\InventoryApplicationFile\\ie_to_edge_stub.|5bed27631bf92f0a\\LowerCaseLongPath by C:\\Windows\\system32\\CompatTelRunner.exe","5","61615"
"Jun 9, 2025 @ 19:36:24.559","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on \\REGISTRY\\A\\{4fc400b6-a755-4f91-a203-75735e25b097}\\Root\\InventoryApplicationFile\\setup.exe|a313dbdbfce47ef7\\BinProductVersion by C:\\Windows\\system32\\CompatTelRunner.exe","5","61615"
"Jun 9, 2025 @ 19:36:24.543","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on \\REGISTRY\\A\\{4fc400b6-a755-4f91-a203-75735e25b097}\\Root\\InventoryApplicationFile\\setup.exe|a313dbdbfce47ef7\\LinkDate by C:\\Windows\\system32\\CompatTelRunner.exe","5","61615"
"Jun 9, 2025 @ 19:36:24.529","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on \\REGISTRY\\A\\{4fc400b6-a755-4f91-a203-75735e25b097}\\Root\\InventoryApplicationFile\\setup.exe|a313dbdbfce47ef7\\Publisher by C:\\Windows\\system32\\CompatTelRunner.exe","5","61615"
