timestamp,agent.name,rule.description,rule.level,rule.id
"Jun 9, 2025 @ 19:37:27.087","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Host Process for Windows Tasks","5","61603"
"Jun 9, 2025 @ 19:37:25.700","DESKTOP-O7P9I53","Windows Logon Success","3","60106"
"Jun 9, 2025 @ 19:37:24.728","DESKTOP-O7P9I53","Scripting file created under Windows Temp or User folder","6","92200"
"Jun 9, 2025 @ 19:37:22.270","DESKTOP-O7P9I53","Sysmon - Event 3: Network connection to 52.123.128.14:443 by C:\\Users\\admin\\AppData\\Local\\Microsoft\\OneDrive\\Update\\OneDriveSetup.exe","5","61605"
"Jun 9, 2025 @ 19:37:22.229","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on \\REGISTRY\\A\\{4fc400b6-a755-4f91-a203-75735e25b097}\\Root\\InventoryApplicationFile\\onedrivesetup.ex|84f97db6939020e8\\LinkDate by C:\\Windows\\System32\\svchost.exe","5","61615"
"Jun 9, 2025 @ 19:37:22.228","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on \\REGISTRY\\A\\{4fc400b6-a755-4f91-a203-75735e25b097}\\Root\\InventoryApplicationFile\\onedrivesetup.ex|84f97db6939020e8\\BinProductVersion by C:\\Windows\\System32\\svchost.exe","5","61615"
"Jun 9, 2025 @ 19:37:22.197","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on \\REGISTRY\\A\\{4fc400b6-a755-4f91-a203-75735e25b097}\\Root\\InventoryApplicationFile\\onedrivesetup.ex|84f97db6939020e8\\LowerCaseLongPath by C:\\Windows\\System32\\svchost.exe","5","61615"
"Jun 9, 2025 @ 19:37:22.197","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on \\REGISTRY\\A\\{4fc400b6-a755-4f91-a203-75735e25b097}\\Root\\InventoryApplicationFile\\onedrivesetup.ex|84f97db6939020e8\\Publisher by C:\\Windows\\System32\\svchost.exe","5","61615"
"Jun 9, 2025 @ 19:37:22.183","DESKTOP-O7P9I53","Sysmon - Event 22: DNS Query event","5","61650"
"Jun 9, 2025 @ 19:37:21.123","DESKTOP-O7P9I53","Windows Logon Success","3","60106"
"Jun 9, 2025 @ 19:37:20.951","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Microsoft OneDrive (64 bit) Setup","5","61603"
"Jun 9, 2025 @ 19:37:20.935","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Location Notification","5","61603"
"Jun 9, 2025 @ 19:37:20.841","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on HKU\\S-1-5-21-442569660-4060779802-1076883227-1001\\SOFTWARE\\Microsoft\\Windows NT\\CurrentVersion\\AppCompatFlags\\Compatibility Assistant\\Store\\C:\\Users\\admin\\AppData\\Local\\Microsoft\\OneDrive\\Update\\OneDriveSetup.exe by C:\\Windows\\system32\\svchost.exe","5","61615"
"Jun 9, 2025 @ 19:37:20.831","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Microsoft OneDrive (64 bit) Setup","5","61603"
"Jun 9, 2025 @ 19:37:19.184","DESKTOP-O7P9I53","Sysmon - Event 22: DNS Query event","5","61650"
"Jun 9, 2025 @ 19:37:16.201","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Windows logon reminder","5","61603"
"Jun 9, 2025 @ 19:37:16.199","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Host Process for Windows Tasks","5","61603"
"Jun 9, 2025 @ 19:37:13.384","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on \\REGISTRY\\A\\{4fc400b6-a755-4f91-a203-75735e25b097}\\Root\\InventoryApplicationFile\\setup.exe|66784df35d3b8a32\\BinProductVersion by C:\\Windows\\System32\\svchost.exe","5","61615"
"Jun 9, 2025 @ 19:37:13.368","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on \\REGISTRY\\A\\{4fc400b6-a755-4f91-a203-75735e25b097}\\Root\\InventoryApplicationFile\\setup.exe|66784df35d3b8a32\\LinkDate by C:\\Windows\\System32\\svchost.exe","5","61615"
"Jun 9, 2025 @ 19:37:13.352","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on \\REGISTRY\\A\\{4fc400b6-a755-4f91-a203-75735e25b097}\\Root\\InventoryApplicationFile\\setup.exe|66784df35d3b8a32\\Publisher by C:\\Windows\\System32\\svchost.exe","5","61615"
"Jun 9, 2025 @ 19:37:13.337","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on \\REGISTRY\\A\\{4fc400b6-a755-4f91-a203-75735e25b097}\\Root\\InventoryApplicationFile\\setup.exe|66784df35d3b8a32\\LowerCaseLongPath by C:\\Windows\\System32\\svchost.exe","5","61615"
"Jun 9, 2025 @ 19:37:13.321","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on \\REGISTRY\\A\\{4fc400b6-a755-4f91-a203-75735e25b097}\\Root\\InventoryApplicationFile\\microsoftedge_x6|5da9ef6156f7b967\\BinProductVersion by C:\\Windows\\System32\\svchost.exe","5","61615"
"Jun 9, 2025 @ 19:37:13.305","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on \\REGISTRY\\A\\{4fc400b6-a755-4f91-a203-75735e25b097}\\Root\\InventoryApplicationFile\\microsoftedge_x6|5da9ef6156f7b967\\LinkDate by C:\\Windows\\System32\\svchost.exe","5","61615"
"Jun 9, 2025 @ 19:37:13.290","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on \\REGISTRY\\A\\{4fc400b6-a755-4f91-a203-75735e25b097}\\Root\\InventoryApplicationFile\\microsoftedge_x6|5da9ef6156f7b967\\Publisher by C:\\Windows\\System32\\svchost.exe","5","61615"
"Jun 9, 2025 @ 19:37:13.275","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on \\REGISTRY\\A\\{4fc400b6-a755-4f91-a203-75735e25b097}\\Root\\InventoryApplicationFile\\microsoftedge_x6|5da9ef6156f7b967\\LowerCaseLongPath by C:\\Windows\\System32\\svchost.exe","5","61615"
"Jun 9, 2025 @ 19:37:13.262","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Microsoft Edge Installer","5","61603"
"Jun 9, 2025 @ 19:37:13.260","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Microsoft Edge Installer","5","61603"
"Jun 9, 2025 @ 19:37:12.366","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Microsoft Edge","5","61603"
"Jun 9, 2025 @ 19:37:12.323","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Microsoft Edge Installer","5","61603"
"Jun 9, 2025 @ 19:37:12.292","DESKTOP-O7P9I53","Sysmon - Event 3: Network connection to 43.250.166.113:443 by C:\\Users\\admin\\AppData\\Local\\Microsoft\\OneDrive\\OneDrive.exe","5","61605"
"Jun 9, 2025 @ 19:37:12.292","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation PWA Identity Proxy Host","5","61603"
"Jun 9, 2025 @ 19:37:12.260","DESKTOP-O7P9I53","Sysmon - Event 22: DNS Query event","5","61650"
"Jun 9, 2025 @ 19:37:12.260","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation PWA Identity Proxy Host","5","61603"
"Jun 9, 2025 @ 19:37:12.229","DESKTOP-O7P9I53","Sysmon - Event 22: DNS Query event","5","61650"
"Jun 9, 2025 @ 19:37:11.677","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on HKU\\S-1-5-21-442569660-4060779802-1076883227-1001_Classes\\grvopen\\shell\\open\\command\\(Default) by C:\\Users\\admin\\AppData\\Local\\Microsoft\\OneDrive\\OneDrive.exe","5","61615"
"Jun 9, 2025 @ 19:37:11.626","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on HKU\\S-1-5-21-442569660-4060779802-1076883227-1001_Classes\\grvopen\\shell\\open\\command\\(Default) by C:\\Users\\admin\\AppData\\Local\\Microsoft\\OneDrive\\OneDrive.exe","5","61615"
"Jun 9, 2025 @ 19:37:11.545","DESKTOP-O7P9I53","Sysmon - Event 3: Network connection to 52.231.186.36:443 by C:\\Users\\admin\\AppData\\Local\\Microsoft\\OneDrive\\OneDrive.exe","5","61605"
"Jun 9, 2025 @ 19:37:11.524","DESKTOP-O7P9I53","Sysmon - Event 3: Network connection to 52.123.129.14:443 by C:\\Users\\admin\\AppData\\Local\\Microsoft\\OneDrive\\OneDrive.exe","5","61605"
"Jun 9, 2025 @ 19:37:11.523","DESKTOP-O7P9I53","Sysmon - Event 22: DNS Query event","5","61650"
"Jun 9, 2025 @ 19:37:11.512","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on HKU\\S-1-5-21-442569660-4060779802-1076883227-1001_Classes\\grvopen\\shell\\open\\command\\(Default) by C:\\Users\\admin\\AppData\\Local\\Microsoft\\OneDrive\\OneDrive.exe","5","61615"
"Jun 9, 2025 @ 19:37:11.472","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on HKU\\S-1-5-21-442569660-4060779802-1076883227-1001_Classes\\grvopen\\shell\\open\\command\\(Default) by C:\\Users\\admin\\AppData\\Local\\Microsoft\\OneDrive\\OneDrive.exe","5","61615"
"Jun 9, 2025 @ 19:37:10.759","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Microsoft OneDriveFile Co-Authoring Executable","5","61603"
"Jun 9, 2025 @ 19:37:10.745","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on HKU\\S-1-5-21-442569660-4060779802-1076883227-1001_Classes\\grvopen\\shell\\open\\command\\(Default) by C:\\Users\\admin\\AppData\\Local\\Microsoft\\OneDrive\\OneDrive.exe","5","61615"
"Jun 9, 2025 @ 19:37:10.744","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on HKU\\S-1-5-21-442569660-4060779802-1076883227-1001_Classes\\grvopen\\shell\\open\\command\\(Default) by C:\\Users\\admin\\AppData\\Local\\Microsoft\\OneDrive\\OneDrive.exe","5","61615"
"Jun 9, 2025 @ 19:37:10.708","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on HKU\\S-1-5-21-442569660-4060779802-1076883227-1001_Classes\\odopen\\shell\\open\\command\\(Default) by C:\\Users\\admin\\AppData\\Local\\Microsoft\\OneDrive\\OneDrive.exe","5","61615"
"Jun 9, 2025 @ 19:37:10.699","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on HKU\\S-1-5-21-442569660-4060779802-1076883227-1001_Classes\\odopen\\shell\\open\\command\\(Default) by C:\\Users\\admin\\AppData\\Local\\Microsoft\\OneDrive\\OneDrive.exe","5","61615"
"Jun 9, 2025 @ 19:37:10.676","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on HKU\\S-1-5-21-442569660-4060779802-1076883227-1001_Classes\\CLSID\\{4410DC33-BC7C-496B-AA84-4AEA3EEE75F7}\\InProcServer32\\(Default) by C:\\Users\\admin\\AppData\\Local\\Microsoft\\OneDrive\\OneDrive.exe","5","61615"
"Jun 9, 2025 @ 19:37:10.659","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on HKU\\S-1-5-21-442569660-4060779802-1076883227-1001_Classes\\WOW6432Node\\CLSID\\{4410DC33-BC7C-496B-AA84-4AEA3EEE75F7}\\InProcServer32\\(Default) by C:\\Users\\admin\\AppData\\Local\\Microsoft\\OneDrive\\OneDrive.exe","5","61615"
"Jun 9, 2025 @ 19:37:10.643","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on HKU\\S-1-5-21-442569660-4060779802-1076883227-1001_Classes\\lnkfile\\shellex\\ContextMenuHandlers\\ FileSyncEx\\(Default) by C:\\Users\\admin\\AppData\\Local\\Microsoft\\OneDrive\\OneDrive.exe","5","61615"
"Jun 9, 2025 @ 19:37:10.627","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on HKU\\S-1-5-21-442569660-4060779802-1076883227-1001_Classes\\lnkfile\\shellex\\ContextMenuHandlers\\ FileSyncEx\\(Default) by C:\\Users\\admin\\AppData\\Local\\Microsoft\\OneDrive\\OneDrive.exe","5","61615"
"Jun 9, 2025 @ 19:37:10.615","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on HKU\\S-1-5-21-442569660-4060779802-1076883227-1001_Classes\\IE.AssocFile.URL\\shellex\\ContextMenuHandlers\\ FileSyncEx\\(Default) by C:\\Users\\admin\\AppData\\Local\\Microsoft\\OneDrive\\OneDrive.exe","5","61615"
"Jun 9, 2025 @ 19:37:10.607","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on HKU\\S-1-5-21-442569660-4060779802-1076883227-1001_Classes\\IE.AssocFile.URL\\shellex\\ContextMenuHandlers\\ FileSyncEx\\(Default) by C:\\Users\\admin\\AppData\\Local\\Microsoft\\OneDrive\\OneDrive.exe","5","61615"
"Jun 9, 2025 @ 19:37:10.566","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on HKU\\S-1-5-21-442569660-4060779802-1076883227-1001_Classes\\Directory\\shellex\\ContextMenuHandlers\\ FileSyncEx\\(Default) by C:\\Users\\admin\\AppData\\Local\\Microsoft\\OneDrive\\OneDrive.exe","5","61615"
"Jun 9, 2025 @ 19:37:10.552","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on HKU\\S-1-5-21-442569660-4060779802-1076883227-1001_Classes\\Directory\\shellex\\ContextMenuHandlers\\ FileSyncEx\\(Default) by C:\\Users\\admin\\AppData\\Local\\Microsoft\\OneDrive\\OneDrive.exe","5","61615"
"Jun 9, 2025 @ 19:37:10.535","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on HKU\\S-1-5-21-442569660-4060779802-1076883227-1001_Classes\\Directory\\Background\\shellex\\ContextMenuHandlers\\ FileSyncEx\\(Default) by C:\\Users\\admin\\AppData\\Local\\Microsoft\\OneDrive\\OneDrive.exe","5","61615"
"Jun 9, 2025 @ 19:37:10.534","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on HKU\\S-1-5-21-442569660-4060779802-1076883227-1001_Classes\\Directory\\Background\\shellex\\ContextMenuHandlers\\ FileSyncEx\\(Default) by C:\\Users\\admin\\AppData\\Local\\Microsoft\\OneDrive\\OneDrive.exe","5","61615"
"Jun 9, 2025 @ 19:37:10.505","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on HKU\\S-1-5-21-442569660-4060779802-1076883227-1001_Classes\\*\\shellex\\ContextMenuHandlers\\ FileSyncEx\\(Default) by C:\\Users\\admin\\AppData\\Local\\Microsoft\\OneDrive\\OneDrive.exe","5","61615"
"Jun 9, 2025 @ 19:37:10.488","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on HKU\\S-1-5-21-442569660-4060779802-1076883227-1001_Classes\\*\\shellex\\ContextMenuHandlers\\ FileSyncEx\\(Default) by C:\\Users\\admin\\AppData\\Local\\Microsoft\\OneDrive\\OneDrive.exe","5","61615"
"Jun 9, 2025 @ 19:37:10.410","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on HKU\\S-1-5-21-442569660-4060779802-1076883227-1001_Classes\\WOW6432Node\\CLSID\\{CB3D0F55-BC2C-4C1A-85ED-23ED75B5106B}\\InprocServer32\\(Default) by C:\\Users\\admin\\AppData\\Local\\Microsoft\\OneDrive\\OneDrive.exe","5","61615"
"Jun 9, 2025 @ 19:37:10.392","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on HKU\\S-1-5-21-442569660-4060779802-1076883227-1001_Classes\\CLSID\\{CB3D0F55-BC2C-4C1A-85ED-23ED75B5106B}\\InprocServer32\\(Default) by C:\\Users\\admin\\AppData\\Local\\Microsoft\\OneDrive\\OneDrive.exe","5","61615"
"Jun 9, 2025 @ 19:37:10.342","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on HKU\\S-1-5-21-442569660-4060779802-1076883227-1001_Classes\\WOW6432Node\\CLSID\\{20894375-46AE-46E2-BAFD-CB38975CDCE6}\\InprocServer32\\(Default) by C:\\Users\\admin\\AppData\\Local\\Microsoft\\OneDrive\\OneDrive.exe","5","61615"
"Jun 9, 2025 @ 19:37:10.295","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on HKU\\S-1-5-21-442569660-4060779802-1076883227-1001_Classes\\CLSID\\{20894375-46AE-46E2-BAFD-CB38975CDCE6}\\InprocServer32\\(Default) by C:\\Users\\admin\\AppData\\Local\\Microsoft\\OneDrive\\OneDrive.exe","5","61615"
"Jun 9, 2025 @ 19:37:10.274","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on HKU\\S-1-5-21-442569660-4060779802-1076883227-1001_Classes\\WOW6432Node\\CLSID\\{1BF42E4C-4AF4-4CFD-A1A0-CF2960B8F63E}\\InprocServer32\\(Default) by C:\\Users\\admin\\AppData\\Local\\Microsoft\\OneDrive\\OneDrive.exe","5","61615"
"Jun 9, 2025 @ 19:37:10.260","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on HKU\\S-1-5-21-442569660-4060779802-1076883227-1001_Classes\\CLSID\\{1BF42E4C-4AF4-4CFD-A1A0-CF2960B8F63E}\\InprocServer32\\(Default) by C:\\Users\\admin\\AppData\\Local\\Microsoft\\OneDrive\\OneDrive.exe","5","61615"
"Jun 9, 2025 @ 19:37:10.203","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on HKU\\S-1-5-21-442569660-4060779802-1076883227-1001_Classes\\WOW6432Node\\CLSID\\{82CA8DE3-01AD-4CEA-9D75-BE4C51810A9E}\\InprocServer32\\(Default) by C:\\Users\\admin\\AppData\\Local\\Microsoft\\OneDrive\\OneDrive.exe","5","61615"
"Jun 9, 2025 @ 19:37:10.166","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on HKU\\S-1-5-21-442569660-4060779802-1076883227-1001_Classes\\CLSID\\{82CA8DE3-01AD-4CEA-9D75-BE4C51810A9E}\\InprocServer32\\(Default) by C:\\Users\\admin\\AppData\\Local\\Microsoft\\OneDrive\\OneDrive.exe","5","61615"
"Jun 9, 2025 @ 19:37:10.130","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on HKU\\S-1-5-21-442569660-4060779802-1076883227-1001_Classes\\WOW6432Node\\CLSID\\{7AFDFDDB-F914-11E4-8377-6C3BE50D980C}\\InprocServer32\\(Default) by C:\\Users\\admin\\AppData\\Local\\Microsoft\\OneDrive\\OneDrive.exe","5","61615"
"Jun 9, 2025 @ 19:37:10.119","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on HKU\\S-1-5-21-442569660-4060779802-1076883227-1001_Classes\\CLSID\\{7AFDFDDB-F914-11E4-8377-6C3BE50D980C}\\InprocServer32\\(Default) by C:\\Users\\admin\\AppData\\Local\\Microsoft\\OneDrive\\OneDrive.exe","5","61615"
"Jun 9, 2025 @ 19:37:10.082","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on HKU\\S-1-5-21-442569660-4060779802-1076883227-1001_Classes\\WOW6432Node\\CLSID\\{C5FF006E-2AE9-408C-B85B-2DFDD5449D9C}\\InprocServer32\\(Default) by C:\\Users\\admin\\AppData\\Local\\Microsoft\\OneDrive\\OneDrive.exe","5","61615"
"Jun 9, 2025 @ 19:37:10.066","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on HKU\\S-1-5-21-442569660-4060779802-1076883227-1001_Classes\\CLSID\\{C5FF006E-2AE9-408C-B85B-2DFDD5449D9C}\\InprocServer32\\(Default) by C:\\Users\\admin\\AppData\\Local\\Microsoft\\OneDrive\\OneDrive.exe","5","61615"
"Jun 9, 2025 @ 19:37:10.051","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on HKU\\S-1-5-21-442569660-4060779802-1076883227-1001_Classes\\WOW6432Node\\CLSID\\{9AA2F32D-362A-42D9-9328-24A483E2CCC3}\\InprocServer32\\(Default) by C:\\Users\\admin\\AppData\\Local\\Microsoft\\OneDrive\\OneDrive.exe","5","61615"
"Jun 9, 2025 @ 19:37:10.034","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on HKU\\S-1-5-21-442569660-4060779802-1076883227-1001_Classes\\CLSID\\{9AA2F32D-362A-42D9-9328-24A483E2CCC3}\\InprocServer32\\(Default) by C:\\Users\\admin\\AppData\\Local\\Microsoft\\OneDrive\\OneDrive.exe","5","61615"
"Jun 9, 2025 @ 19:37:10.018","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on HKU\\S-1-5-21-442569660-4060779802-1076883227-1001_Classes\\WOW6432Node\\CLSID\\{F241C880-6982-4CE5-8CF7-7085BA96DA5A}\\InprocServer32\\(Default) by C:\\Users\\admin\\AppData\\Local\\Microsoft\\OneDrive\\OneDrive.exe","5","61615"
"Jun 9, 2025 @ 19:37:10.002","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on HKU\\S-1-5-21-442569660-4060779802-1076883227-1001_Classes\\CLSID\\{F241C880-6982-4CE5-8CF7-7085BA96DA5A}\\InprocServer32\\(Default) by C:\\Users\\admin\\AppData\\Local\\Microsoft\\OneDrive\\OneDrive.exe","5","61615"
"Jun 9, 2025 @ 19:37:09.987","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on HKU\\S-1-5-21-442569660-4060779802-1076883227-1001_Classes\\WOW6432Node\\CLSID\\{A0396A93-DC06-4AEF-BEE9-95FFCCAEF20E}\\InprocServer32\\(Default) by C:\\Users\\admin\\AppData\\Local\\Microsoft\\OneDrive\\OneDrive.exe","5","61615"
"Jun 9, 2025 @ 19:37:09.973","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on HKU\\S-1-5-21-442569660-4060779802-1076883227-1001_Classes\\CLSID\\{A0396A93-DC06-4AEF-BEE9-95FFCCAEF20E}\\InprocServer32\\(Default) by C:\\Users\\admin\\AppData\\Local\\Microsoft\\OneDrive\\OneDrive.exe","5","61615"
"Jun 9, 2025 @ 19:37:09.955","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on HKU\\S-1-5-21-442569660-4060779802-1076883227-1001_Classes\\WOW6432Node\\CLSID\\{A78ED123-AB77-406B-9962-2A5D9D2F7F30}\\InprocServer32\\(Default) by C:\\Users\\admin\\AppData\\Local\\Microsoft\\OneDrive\\OneDrive.exe","5","61615"
"Jun 9, 2025 @ 19:37:09.941","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on HKU\\S-1-5-21-442569660-4060779802-1076883227-1001_Classes\\CLSID\\{A78ED123-AB77-406B-9962-2A5D9D2F7F30}\\InprocServer32\\(Default) by C:\\Users\\admin\\AppData\\Local\\Microsoft\\OneDrive\\OneDrive.exe","5","61615"
"Jun 9, 2025 @ 19:37:09.922","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on HKU\\S-1-5-21-442569660-4060779802-1076883227-1001_Classes\\WOW6432Node\\CLSID\\{5AB7172C-9C11-405C-8DD5-AF20F3606282}\\InprocServer32\\(Default) by C:\\Users\\admin\\AppData\\Local\\Microsoft\\OneDrive\\OneDrive.exe","5","61615"
"Jun 9, 2025 @ 19:37:09.906","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on HKU\\S-1-5-21-442569660-4060779802-1076883227-1001_Classes\\CLSID\\{5AB7172C-9C11-405C-8DD5-AF20F3606282}\\InprocServer32\\(Default) by C:\\Users\\admin\\AppData\\Local\\Microsoft\\OneDrive\\OneDrive.exe","5","61615"
"Jun 9, 2025 @ 19:37:09.894","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on HKU\\S-1-5-21-442569660-4060779802-1076883227-1001_Classes\\CLSID\\{BBACC218-34EA-4666-9D7A-C78F2274A524}\\InprocServer32\\(Default) by C:\\Users\\admin\\AppData\\Local\\Microsoft\\OneDrive\\OneDrive.exe","5","61615"
"Jun 9, 2025 @ 19:37:09.894","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on HKU\\S-1-5-21-442569660-4060779802-1076883227-1001_Classes\\WOW6432Node\\CLSID\\{BBACC218-34EA-4666-9D7A-C78F2274A524}\\InprocServer32\\(Default) by C:\\Users\\admin\\AppData\\Local\\Microsoft\\OneDrive\\OneDrive.exe","5","61615"
"Jun 9, 2025 @ 19:37:08.613","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Microsoft Edge","5","61603"
"Jun 9, 2025 @ 19:37:08.596","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Microsoft Edge","5","61603"
"Jun 9, 2025 @ 19:37:08.587","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Microsoft Edge","5","61603"
"Jun 9, 2025 @ 19:37:08.585","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Microsoft Edge","5","61603"
"Jun 9, 2025 @ 19:37:07.688","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Microsoft Edge","5","61603"
"Jun 9, 2025 @ 19:37:07.687","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Microsoft OneDrive","5","61603"
"Jun 9, 2025 @ 19:37:07.670","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Microsoft Edge","5","61603"
"Jun 9, 2025 @ 19:37:07.203","DESKTOP-O7P9I53","Windows Logon Success","3","60106"
"Jun 9, 2025 @ 19:37:06.484","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation VMware Tools Core Service","5","61603"
"Jun 9, 2025 @ 19:37:06.468","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Windows Security Health Service","5","61603"
"Jun 9, 2025 @ 19:37:06.458","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Windows Security notification icon","5","61603"
"Jun 9, 2025 @ 19:37:06.454","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Windows Defender SmartScreen","5","61603"
"Jun 9, 2025 @ 19:37:06.080","DESKTOP-O7P9I53","Windows Logon Success","3","60106"
"Jun 9, 2025 @ 19:37:03.383","DESKTOP-O7P9I53","Executable file dropped in folder commonly used by malware","15","92213"
"Jun 9, 2025 @ 19:37:02.303","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Windows PowerShell","5","61603"
"Jun 9, 2025 @ 19:36:53.288","DESKTOP-O7P9I53","Windows Logon Success","3","60106"
"Jun 9, 2025 @ 19:36:51.853","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation MoUSO Core Worker Process","5","61603"
"Jun 9, 2025 @ 19:36:49.994","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Host Process for Windows Tasks","5","61603"
"Jun 9, 2025 @ 19:36:48.690","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Google Updater (x86)","5","61603"
"Jun 9, 2025 @ 19:36:48.689","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Google Updater (x86)","5","61603"
"Jun 9, 2025 @ 19:36:48.656","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Google Updater (x86)","5","61603"
"Jun 9, 2025 @ 19:36:48.642","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Google Updater (x86)","5","61603"
"Jun 9, 2025 @ 19:36:48.641","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Google Updater (x86)","5","61603"
